nct_id,sponsor_types,num_collaborators,countries,num_countries,lead_sponsor_type
NCT01473836,INDUSTRY,0,Japan,1,INDUSTRY
NCT02114268,INDUSTRY,0,United States,1,INDUSTRY
NCT02570919,OTHER,0,Portugal,1,OTHER
NCT00352261,INDUSTRY,0,United States,1,INDUSTRY
NCT00709423,OTHER,0,Austria,1,OTHER
NCT02023632,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT01812551,OTHER,1,Holy See;Italy,2,OTHER
NCT02232529,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT03477305,OTHER;NIH,1,United States,1,OTHER
NCT04512781,INDUSTRY;FED;OTHER_GOV,2,United States,1,INDUSTRY
NCT04838639,INDUSTRY,1,United States,1,INDUSTRY
NCT00440180,OTHER,0,United States,1,OTHER
NCT03697889,INDUSTRY,0,Russia,1,INDUSTRY
NCT02581475,OTHER,0,China,1,OTHER
NCT01064882,INDUSTRY,0,United States,1,INDUSTRY
NCT02350023,OTHER,0,India,1,OTHER
NCT02082951,OTHER,0,Brazil,1,OTHER
NCT02044380,INDUSTRY,0,Canada,1,INDUSTRY
NCT00662649,INDUSTRY,0,Australia;Belgium;Canada;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Ireland;Israel;Netherlands;Poland;Romania;Russia;Slovakia;South Africa;Sweden;Switzerland;Turkey (Türkiye);United Kingdom,22,INDUSTRY
NCT03354533,INDUSTRY,0,,0,INDUSTRY
NCT00056524,INDUSTRY,0,United States,1,INDUSTRY
NCT03768349,OTHER,0,United States,1,OTHER
NCT01630434,INDUSTRY,0,United States;Australia;Belgium;Canada;France;Germany;Italy;Spain;United Kingdom,9,INDUSTRY
NCT03614819,OTHER,0,Brazil,1,OTHER
NCT02928822,OTHER,1,Spain,1,OTHER
NCT01296633,OTHER,2,United States,1,OTHER
NCT00937989,OTHER;NIH,1,United States,1,OTHER
NCT01911897,INDUSTRY,0,Germany;Netherlands,2,INDUSTRY
NCT01828944,INDUSTRY;OTHER;OTHER_GOV,2,France,1,INDUSTRY
NCT03279562,OTHER;UNKNOWN,1,United States,1,OTHER
NCT00587444,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00854425,OTHER,0,China,1,OTHER
NCT01131910,OTHER,1,Finland;Sweden,2,OTHER
NCT03471000,OTHER;INDUSTRY;UNKNOWN,2,,0,OTHER
NCT04528602,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00816829,INDUSTRY,0,France,1,INDUSTRY
NCT03597880,OTHER,0,,0,OTHER
NCT00637923,INDUSTRY,0,United States,1,INDUSTRY
NCT01652911,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT04830176,OTHER,1,India,1,OTHER
NCT02934646,OTHER,2,,0,OTHER
NCT00003395,OTHER;NIH,1,United States,1,OTHER
NCT02282566,INDUSTRY,0,Canada,1,INDUSTRY
NCT00873613,OTHER,0,United States,1,OTHER
NCT03051009,INDUSTRY,0,Japan,1,INDUSTRY
NCT04600453,OTHER,2,Spain,1,OTHER
NCT00292448,INDUSTRY,0,Japan,1,INDUSTRY
NCT01547247,OTHER,0,Czechia,1,OTHER
NCT03965884,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02147561,INDUSTRY,0,South Korea,1,INDUSTRY
NCT01476319,OTHER,0,Taiwan,1,OTHER
NCT00004429,FED;OTHER,1,United States,1,FED
NCT03773835,INDUSTRY,0,,0,INDUSTRY
NCT02735967,OTHER,0,Brazil,1,OTHER
NCT01394081,OTHER;FED,3,United States,1,OTHER
NCT00777335,OTHER,0,United States,1,OTHER
NCT01477125,OTHER;OTHER_GOV;UNKNOWN,3,Sweden,1,OTHER
NCT02687932,OTHER;INDUSTRY,1,South Korea,1,OTHER
NCT03370458,OTHER;UNKNOWN,1,Malaysia,1,OTHER
NCT01000480,INDUSTRY,0,France;Germany;Italy;Spain,4,INDUSTRY
NCT01616069,OTHER;UNKNOWN,2,Brazil,1,OTHER
NCT01339169,INDUSTRY;OTHER_GOV,1,United Kingdom,1,INDUSTRY
NCT00003525,OTHER,0,United States,1,OTHER
NCT00147420,NETWORK;OTHER;NIH;UNKNOWN,11,China,1,NETWORK
NCT00827242,INDUSTRY,0,United States;Argentina;Germany;Italy;Mexico,5,INDUSTRY
NCT00674466,INDUSTRY,0,Canada,1,INDUSTRY
NCT01254604,INDUSTRY,0,,0,INDUSTRY
NCT00722917,INDUSTRY,0,United States,1,INDUSTRY
NCT01897532,INDUSTRY,1,United States;Argentina;Brazil;Bulgaria;Canada;Chile;China;Colombia;Croatia;Czechia;Germany;Hungary;Israel;Japan;Malaysia;Mexico;Netherlands;Poland;Portugal;Romania;Russia;South Africa;South Korea;Spain;Taiwan;Ukraine;United Kingdom,27,INDUSTRY
NCT05155748,OTHER,1,Canada,1,OTHER
NCT00252954,OTHER;INDUSTRY,1,Denmark,1,OTHER
NCT05702086,OTHER;UNKNOWN,2,Canada,1,OTHER
NCT03754036,OTHER,0,Canada,1,OTHER
NCT02314845,OTHER;OTHER_GOV,1,Brazil,1,OTHER
NCT03423810,OTHER,0,United States,1,OTHER
NCT03525860,OTHER,0,United States,1,OTHER
NCT00556140,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01696032,INDUSTRY,0,United States;Canada;United Kingdom,3,INDUSTRY
NCT04871178,OTHER,1,,0,OTHER
NCT02351167,OTHER;NIH,2,United States,1,OTHER
NCT02835326,OTHER;NIH,2,United States,1,OTHER
NCT05217355,INDUSTRY,0,South Korea,1,INDUSTRY
NCT02212444,OTHER,0,United Kingdom,1,OTHER
NCT01057121,NIH,0,United States,1,NIH
NCT01097772,INDUSTRY,0,Germany,1,INDUSTRY
NCT00636363,INDUSTRY,0,United States,1,INDUSTRY
NCT00725244,OTHER,0,Brazil,1,OTHER
NCT05635539,OTHER,0,Kazakhstan,1,OTHER
NCT00489411,OTHER;NIH,1,United States,1,OTHER
NCT05428293,INDUSTRY,0,Mexico,1,INDUSTRY
NCT03275961,OTHER,0,United States,1,OTHER
NCT00053989,OTHER,0,United States,1,OTHER
NCT04054544,INDUSTRY,0,United States,1,INDUSTRY
NCT01967875,OTHER,0,China,1,OTHER
NCT00483132,OTHER,0,France,1,OTHER
NCT02520999,OTHER,0,South Korea,1,OTHER
NCT03093025,INDUSTRY,0,United States,1,INDUSTRY
NCT00999466,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT04799145,INDUSTRY,0,,0,INDUSTRY
NCT01204489,OTHER_GOV;OTHER;UNKNOWN,4,Finland,1,OTHER_GOV
NCT00173862,OTHER,0,Taiwan,1,OTHER
NCT00552175,INDUSTRY,1,Japan,1,INDUSTRY
NCT04039880,INDUSTRY,1,Netherlands,1,INDUSTRY
NCT03063528,OTHER,0,United States,1,OTHER
NCT00663078,OTHER,0,United Kingdom,1,OTHER
NCT02544893,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02321280,OTHER,2,Canada,1,OTHER
NCT02426853,OTHER,0,United States,1,OTHER
NCT00686062,OTHER;FED,1,United States,1,OTHER
NCT02369549,OTHER;OTHER_GOV,2,Canada,1,OTHER
NCT02414776,OTHER,0,United States,1,OTHER
NCT00597792,INDUSTRY,0,United States,1,INDUSTRY
NCT02313155,INDUSTRY,0,,0,INDUSTRY
NCT00297180,INDUSTRY,0,United States,1,INDUSTRY
NCT02506751,OTHER,0,United States,1,OTHER
NCT02336633,OTHER,0,France,1,OTHER
NCT00664768,INDUSTRY;OTHER,2,United States,1,INDUSTRY
NCT01752413,OTHER,0,United States,1,OTHER
NCT00657683,INDUSTRY,0,Switzerland,1,INDUSTRY
NCT00773812,OTHER,1,United States,1,OTHER
NCT00837252,NIH,0,United States,1,NIH
NCT01857661,OTHER;OTHER_GOV,1,,0,OTHER
NCT02892643,OTHER,0,South Korea,1,OTHER
NCT00126022,INDUSTRY,0,United States;Argentina;Czechia;Germany;Israel;Poland;Romania;Russia;Serbia and Montenegro;Slovakia;South Africa;Ukraine;United Kingdom,13,INDUSTRY
NCT03904394,OTHER,0,United Kingdom,1,OTHER
NCT02915679,OTHER,0,France,1,OTHER
NCT00120913,OTHER,0,United States,1,OTHER
NCT00258622,OTHER;INDUSTRY,1,Denmark,1,OTHER
NCT03434119,INDUSTRY,0,United States,1,INDUSTRY
NCT04053751,OTHER,0,Turkey (Türkiye),1,OTHER
NCT03941444,INDUSTRY,0,Australia;United Kingdom,2,INDUSTRY
NCT01260948,INDUSTRY,0,United States,1,INDUSTRY
NCT03461783,INDIV,0,United States,1,INDIV
NCT00983125,OTHER,0,France,1,OTHER
NCT00629265,OTHER;FED;NIH,15,United States,1,OTHER
NCT02681406,OTHER,0,United States,1,OTHER
NCT00447018,OTHER,0,France,1,OTHER
NCT00509171,OTHER;INDUSTRY,2,Canada,1,OTHER
NCT03488186,OTHER,1,China,1,OTHER
NCT01032824,OTHER,0,United States,1,OTHER
NCT02511678,INDUSTRY,0,United States;France,2,INDUSTRY
NCT00648063,INDUSTRY,0,United States,1,INDUSTRY
NCT01187147,OTHER,0,Hong Kong,1,OTHER
NCT00474513,INDUSTRY,0,Canada,1,INDUSTRY
NCT03139799,OTHER,0,Switzerland,1,OTHER
NCT02557672,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03044652,INDUSTRY;UNKNOWN;OTHER,3,Germany;Switzerland,2,INDUSTRY
NCT04086498,OTHER,0,Italy,1,OTHER
NCT05898204,OTHER,0,Italy,1,OTHER
NCT02218931,OTHER,0,United Kingdom,1,OTHER
NCT02353208,OTHER,0,Canada,1,OTHER
NCT02072421,OTHER;UNKNOWN,10,United States,1,OTHER
NCT00572624,OTHER;NIH,1,United States,1,OTHER
NCT03879837,INDUSTRY,1,United States,1,INDUSTRY
NCT01395693,INDUSTRY,0,Australia,1,INDUSTRY
NCT02381535,NIH,0,United States;Canada,2,NIH
NCT01929252,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01163851,INDUSTRY,0,United States,1,INDUSTRY
NCT02117024,INDUSTRY,0,United States,1,INDUSTRY
NCT00004087,OTHER;NIH,1,United States,1,OTHER
NCT01111006,OTHER;UNKNOWN,1,South Korea,1,OTHER
NCT02315690,OTHER;OTHER_GOV;UNKNOWN,3,Eswatini,1,OTHER
NCT04561830,OTHER_GOV,0,,0,OTHER_GOV
NCT04967742,INDUSTRY,1,Taiwan,1,INDUSTRY
NCT02242747,OTHER;INDUSTRY,1,Brazil,1,OTHER
NCT03845543,OTHER,0,Belgium;Italy;Spain,3,OTHER
NCT03688919,OTHER;NIH,1,United States,1,OTHER
NCT03738761,INDUSTRY;OTHER,2,Armenia;Croatia;Hungary;Poland;Russia;Serbia;Slovenia,7,INDUSTRY
NCT02008682,INDUSTRY,0,China,1,INDUSTRY
NCT03611309,OTHER,1,United States,1,OTHER
NCT02153918,NIH,0,United States,1,NIH
NCT05822336,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00330876,INDUSTRY,0,Denmark;Germany;Israel;Netherlands;United Kingdom,5,INDUSTRY
NCT00221117,OTHER,2,,0,OTHER
NCT00441532,OTHER,0,United States,1,OTHER
NCT04246619,INDUSTRY;UNKNOWN;OTHER,3,Croatia;North Macedonia;Poland;Serbia;Slovenia,5,INDUSTRY
NCT00856726,OTHER;NIH,2,United States,1,OTHER
NCT01460043,OTHER,0,,0,OTHER
NCT04929405,OTHER;NETWORK,2,United States,1,OTHER
NCT01892293,INDUSTRY,0,United States,1,INDUSTRY
NCT01481961,OTHER;UNKNOWN;NETWORK,5,France,1,OTHER
NCT00771446,INDUSTRY,0,United States,1,INDUSTRY
NCT00374725,OTHER,2,Denmark,1,OTHER
NCT01299324,INDUSTRY,0,Germany;India;Peru,3,INDUSTRY
NCT00681174,OTHER,0,Italy,1,OTHER
NCT03670563,OTHER,0,United States,1,OTHER
NCT01071356,OTHER,0,United States,1,OTHER
NCT01756586,OTHER,0,United States,1,OTHER
NCT03200860,OTHER,0,Netherlands,1,OTHER
NCT02356224,INDUSTRY,0,China,1,INDUSTRY
NCT00001573,NIH,0,United States,1,NIH
NCT04796831,INDUSTRY,1,United Kingdom,1,INDUSTRY
NCT00002114,INDUSTRY,0,,0,INDUSTRY
NCT01353872,INDUSTRY;UNKNOWN;OTHER,2,France,1,INDUSTRY
NCT01235689,INDUSTRY,0,,0,INDUSTRY
NCT02359461,OTHER;UNKNOWN,1,France,1,OTHER
NCT02050412,OTHER,0,Switzerland,1,OTHER
NCT04247100,OTHER,0,United States,1,OTHER
NCT01269463,INDUSTRY,0,United States,1,INDUSTRY
NCT03770234,INDUSTRY,0,Germany,1,INDUSTRY
NCT00178555,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02912377,INDUSTRY,0,Germany,1,INDUSTRY
NCT01965509,INDUSTRY;OTHER,1,China,1,INDUSTRY
NCT04977661,OTHER,0,Egypt,1,OTHER
NCT04686773,INDUSTRY;UNKNOWN,3,Azerbaijan,1,INDUSTRY
NCT04895800,OTHER,0,United States,1,OTHER
NCT03530813,OTHER,0,Australia,1,OTHER
NCT02199613,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT03295188,OTHER,0,Japan,1,OTHER
NCT01109979,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02657408,INDUSTRY,0,Germany,1,INDUSTRY
NCT01424007,OTHER,1,United States,1,OTHER
NCT01224925,OTHER;UNKNOWN,1,Lithuania;Norway,2,OTHER
NCT01126177,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT00887185,OTHER;NIH,1,United States,1,OTHER
NCT04269876,INDUSTRY,0,United States,1,INDUSTRY
NCT03765801,INDUSTRY,0,Germany,1,INDUSTRY
NCT04343651,INDUSTRY,0,United States,1,INDUSTRY
NCT05188937,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00574665,OTHER;NIH,1,United States,1,OTHER
NCT02415179,OTHER,0,Thailand,1,OTHER
NCT01425580,OTHER,1,Sweden,1,OTHER
NCT03751488,INDUSTRY,0,United States,1,INDUSTRY
NCT01580943,OTHER,0,Portugal,1,OTHER
NCT03067441,INDUSTRY,0,United States,1,INDUSTRY
NCT03969030,OTHER;UNKNOWN,7,Lesotho,1,OTHER
NCT02005328,INDUSTRY,0,Germany,1,INDUSTRY
NCT03937167,OTHER;OTHER_GOV,1,Spain,1,OTHER
NCT01505647,INDUSTRY,0,,0,INDUSTRY
NCT01954940,OTHER,0,Canada,1,OTHER
NCT01750437,INDUSTRY,0,South Korea,1,INDUSTRY
NCT01291069,OTHER,0,United States,1,OTHER
NCT01811030,INDUSTRY,0,United States,1,INDUSTRY
NCT00607750,INDUSTRY,0,,0,INDUSTRY
NCT04892394,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02132728,OTHER,0,Brazil,1,OTHER
NCT00603512,INDUSTRY,0,Japan,1,INDUSTRY
NCT00905060,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00500786,INDUSTRY,0,,0,INDUSTRY
NCT00681330,OTHER,1,Japan,1,OTHER
NCT00136292,INDUSTRY,0,United States,1,INDUSTRY
NCT01936805,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01348490,INDUSTRY,0,United States,1,INDUSTRY
NCT00532012,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT00358605,OTHER,0,Canada,1,OTHER
NCT01998503,OTHER,0,China,1,OTHER
NCT01546532,INDUSTRY,0,United States;Germany;Netherlands;Poland,4,INDUSTRY
NCT01038635,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01645358,OTHER,0,Italy,1,OTHER
NCT01702181,INDUSTRY,0,United States,1,INDUSTRY
NCT05803096,OTHER,1,United States,1,OTHER
NCT02846792,OTHER;NIH,1,United States,1,OTHER
NCT02277418,OTHER,0,Poland,1,OTHER
NCT02708524,INDUSTRY,0,United States,1,INDUSTRY
NCT00769184,INDUSTRY,0,United States,1,INDUSTRY
NCT01033617,OTHER;INDUSTRY,3,Canada,1,OTHER
NCT02749955,OTHER,0,United States,1,OTHER
NCT00571831,OTHER,0,Japan,1,OTHER
NCT03695016,OTHER,0,United States,1,OTHER
NCT03710083,INDUSTRY,0,China,1,INDUSTRY
NCT01329744,OTHER,0,United States,1,OTHER
NCT00116103,INDUSTRY,1,United States,1,INDUSTRY
NCT02348554,OTHER,1,France,1,OTHER
NCT02933879,INDUSTRY,0,United States,1,INDUSTRY
NCT00756574,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT04083768,OTHER,0,China,1,OTHER
NCT00582738,INDUSTRY,0,Argentina,1,INDUSTRY
NCT04107753,OTHER,1,Italy,1,OTHER
NCT04786613,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01177189,FED;OTHER,1,,0,FED
NCT01181986,FED;OTHER;INDUSTRY,2,United States,1,FED
NCT02834052,OTHER;INDUSTRY,2,United States,1,OTHER
NCT02899988,INDUSTRY,0,United States;Canada;Germany;Japan;Poland;Puerto Rico,6,INDUSTRY
NCT00420758,OTHER,0,Malawi,1,OTHER
NCT05347329,INDUSTRY,0,Egypt,1,INDUSTRY
NCT02395250,OTHER,0,China,1,OTHER
NCT00291954,INDUSTRY,1,Belgium;Czechia;Hungary,3,INDUSTRY
NCT02934139,INDUSTRY,0,United States,1,INDUSTRY
NCT00992602,OTHER;NIH,1,United States,1,OTHER
NCT02449239,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT02212977,OTHER,0,United States,1,OTHER
NCT00251160,OTHER;OTHER_GOV;UNKNOWN,3,Canada,1,OTHER
NCT01711983,INDUSTRY,0,United States,1,INDUSTRY
NCT02141295,INDUSTRY,0,United States;Australia;Austria;Belgium;France;Spain;United Kingdom,7,INDUSTRY
NCT00599027,INDUSTRY,0,,0,INDUSTRY
NCT04374942,OTHER,0,Canada,1,OTHER
NCT03094325,OTHER,0,United States,1,OTHER
NCT02274675,OTHER;UNKNOWN,3,Malaysia,1,OTHER
NCT01933776,INDUSTRY,0,China,1,INDUSTRY
NCT02602535,OTHER,0,United States,1,OTHER
NCT00547105,OTHER,0,United States,1,OTHER
NCT04535947,INDUSTRY,0,United States,1,INDUSTRY
NCT00868920,OTHER,0,United States,1,OTHER
NCT01641861,OTHER;NIH,2,Thailand,1,OTHER
NCT03726762,OTHER,2,Iran,1,OTHER
NCT00580489,OTHER,0,United States,1,OTHER
NCT01282502,OTHER,0,United States,1,OTHER
NCT02669303,OTHER,0,Lebanon,1,OTHER
NCT01219842,OTHER,1,Sweden,1,OTHER
NCT01551381,INDUSTRY,0,Germany,1,INDUSTRY
NCT04269564,OTHER,0,Egypt,1,OTHER
NCT00983983,OTHER,1,United States,1,OTHER
NCT02177396,INDUSTRY,0,,0,INDUSTRY
NCT00417404,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT06663293,OTHER_GOV,0,Turkey (Türkiye),1,OTHER_GOV
NCT05130905,INDUSTRY,0,United States,1,INDUSTRY
NCT01493648,OTHER;OTHER_GOV,2,Canada,1,OTHER
NCT01982448,OTHER;INDUSTRY,2,United States,1,OTHER
NCT02771925,OTHER,0,India,1,OTHER
NCT01340755,OTHER,0,United States,1,OTHER
NCT02439944,OTHER,0,Canada,1,OTHER
NCT00390208,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02076906,OTHER,0,United States,1,OTHER
NCT00244660,INDUSTRY,0,Denmark,1,INDUSTRY
NCT00041782,OTHER,2,United States,1,OTHER
NCT00386529,INDUSTRY;OTHER,8,South Korea,1,INDUSTRY
NCT06200818,OTHER,0,,0,OTHER
NCT03549390,OTHER,1,United Kingdom,1,OTHER
NCT00176943,INDIV;OTHER,1,United States,1,INDIV
NCT00754338,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT00003062,NETWORK,0,Italy;Netherlands;Poland;South Africa;United Kingdom,5,NETWORK
NCT02591381,OTHER,11,United States,1,OTHER
NCT01813227,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04261595,OTHER,0,Egypt,1,OTHER
NCT02601924,OTHER,1,,0,OTHER
NCT01902498,OTHER,0,Canada,1,OTHER
NCT04282057,OTHER,0,Portugal,1,OTHER
NCT01777776,INDUSTRY,0,United States;Australia;Canada;Netherlands,4,INDUSTRY
NCT03210727,OTHER,0,United States,1,OTHER
NCT02581345,INDUSTRY,0,United States;Bulgaria;Canada;Czechia;Estonia;Germany;Latvia;Poland;Slovakia,9,INDUSTRY
NCT00151853,INDUSTRY,0,Belgium,1,INDUSTRY
NCT00247390,INDUSTRY,0,United States;Australia;Belgium;Czechia;Finland;France;Germany;Italy;Russia,9,INDUSTRY
NCT02319408,OTHER,2,Germany,1,OTHER
NCT04216940,OTHER,0,Egypt,1,OTHER
NCT02250365,OTHER;UNKNOWN,6,Denmark,1,OTHER
NCT05585736,OTHER,0,Egypt,1,OTHER
NCT00780338,OTHER;NIH;UNKNOWN,5,United States,1,OTHER
NCT02560519,OTHER,0,Finland,1,OTHER
NCT00656695,OTHER,0,Iran,1,OTHER
NCT02833909,OTHER,0,France,1,OTHER
NCT04902742,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01663987,INDUSTRY,0,United States;Puerto Rico,2,INDUSTRY
NCT02633748,OTHER,2,United States,1,OTHER
NCT04798222,INDUSTRY,1,Germany,1,INDUSTRY
NCT02134184,OTHER;NIH,1,United States,1,OTHER
NCT02258438,OTHER,0,United States,1,OTHER
NCT01564914,INDUSTRY;OTHER,2,United States,1,INDUSTRY
NCT04966897,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT02608125,INDUSTRY,0,United States;Spain,2,INDUSTRY
NCT03047473,OTHER,0,Canada,1,OTHER
NCT01518257,INDUSTRY,0,Denmark,1,INDUSTRY
NCT00593671,OTHER,0,Belgium,1,OTHER
NCT01146002,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03366974,OTHER,0,South Korea,1,OTHER
NCT02857673,OTHER;FED,1,United States,1,OTHER
NCT02744248,INDUSTRY,0,Taiwan,1,INDUSTRY
NCT00906399,INDUSTRY,0,United States;Belgium;Bulgaria;Canada;Chile;Colombia;Croatia;Czechia;Estonia;France;Georgia;Germany;Greece;India;Latvia;Mexico;Netherlands;New Zealand;Peru;Poland;Romania;Russia;Serbia;Spain;Ukraine;United Kingdom,26,INDUSTRY
NCT05157425,INDUSTRY,0,Spain,1,INDUSTRY
NCT03382730,OTHER,5,Canada,1,OTHER
NCT04744246,OTHER,0,United States,1,OTHER
NCT02082379,OTHER,0,United States,1,OTHER
NCT00609973,OTHER;NIH,2,United States,1,OTHER
NCT01965938,OTHER,0,United States,1,OTHER
NCT00835224,FED,0,United States,1,FED
NCT02568306,INDUSTRY,0,United States,1,INDUSTRY
NCT03596190,OTHER,0,Canada,1,OTHER
NCT06258135,OTHER;INDUSTRY,1,United Kingdom,1,OTHER
NCT02957682,INDUSTRY,1,United States;Bulgaria;Chile;Estonia;Japan;Mexico;Russia;South Africa;Ukraine,9,INDUSTRY
NCT01141075,INDUSTRY,1,Belgium;France;Germany;Italy;Switzerland;United Kingdom,6,INDUSTRY
NCT00401063,OTHER,0,United States,1,OTHER
NCT04036487,OTHER,0,Taiwan,1,OTHER
NCT02150187,INDUSTRY,0,Israel,1,INDUSTRY
NCT01547286,OTHER;NIH,1,United States,1,OTHER
NCT01489072,OTHER,1,Canada,1,OTHER
NCT03250364,OTHER,0,Spain,1,OTHER
NCT00198770,OTHER,1,United States,1,OTHER
NCT04815057,OTHER,0,Turkey (Türkiye),1,OTHER
NCT00100854,OTHER;NIH,1,United States,1,OTHER
NCT00404521,INDUSTRY,0,United States,1,INDUSTRY
NCT03200119,OTHER,0,,0,OTHER
NCT01078818,OTHER,0,Spain,1,OTHER
NCT00908557,OTHER;UNKNOWN,13,France,1,OTHER
NCT01229228,INDUSTRY,0,United States,1,INDUSTRY
NCT03980418,OTHER,0,France,1,OTHER
NCT03369392,OTHER,0,Canada,1,OTHER
NCT00953329,OTHER;INDUSTRY,1,,0,OTHER
NCT01440634,OTHER,0,United States,1,OTHER
NCT01708512,INDUSTRY,0,United States,1,INDUSTRY
NCT02370264,OTHER;NIH,1,United States,1,OTHER
NCT03023215,OTHER,0,United States,1,OTHER
NCT03912805,INDUSTRY,0,United States,1,INDUSTRY
NCT01775189,INDUSTRY;OTHER,1,Canada,1,INDUSTRY
NCT03810534,OTHER;NIH,1,United States,1,OTHER
NCT04072822,OTHER;NIH,1,United States,1,OTHER
NCT00263874,INDUSTRY,0,Argentina;Australia;Canada;Chile;Croatia;Czechia;Hungary;Singapore;Spain;United Kingdom,10,INDUSTRY
NCT03847909,INDUSTRY,0,United States;Australia;Canada;France;Germany;Israel;Italy;Japan;Lebanon;Netherlands;New Zealand;Poland;Romania;Spain;United Kingdom,15,INDUSTRY
NCT01928199,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02134483,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02638194,OTHER,0,United States,1,OTHER
NCT00123292,INDUSTRY,0,Belgium,1,INDUSTRY
NCT02996565,OTHER,1,United States,1,OTHER
NCT02058147,INDUSTRY,0,United States;Australia;Belgium;Canada;Chile;Czechia;Denmark;Estonia;France;Germany;Hungary;Italy;Latvia;Lithuania;Mexico;Poland;Romania;Russia;South Africa;Spain;Sweden;Ukraine;United Kingdom,23,INDUSTRY
NCT04494282,OTHER,0,,0,OTHER
NCT01551004,NIH,0,United States,1,NIH
NCT00623129,OTHER;NIH,1,United States,1,OTHER
NCT00075829,NIH;NETWORK;OTHER,3,United States,1,NIH
NCT00046111,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT01763528,OTHER,0,,0,OTHER
NCT00593281,INDUSTRY,0,United States,1,INDUSTRY
NCT02678208,OTHER,0,Egypt,1,OTHER
NCT01058109,OTHER,0,United States,1,OTHER
NCT00979927,INDUSTRY,0,Netherlands,1,INDUSTRY
NCT03505203,OTHER;NIH,2,United States,1,OTHER
NCT04723732,OTHER,0,Saudi Arabia,1,OTHER
NCT04267289,OTHER,0,United States,1,OTHER
NCT04396730,OTHER,1,United States,1,OTHER
NCT03659812,OTHER,0,Spain,1,OTHER
NCT00467116,OTHER;NIH,1,United States,1,OTHER
NCT03432208,OTHER,0,Canada,1,OTHER
NCT02520401,OTHER;INDUSTRY,1,Belgium,1,OTHER
NCT06296784,OTHER;UNKNOWN,1,Italy,1,OTHER
NCT02975778,OTHER,0,France,1,OTHER
NCT00003268,OTHER,0,United States,1,OTHER
NCT02119416,OTHER,0,United States,1,OTHER
NCT00380978,OTHER,1,United States,1,OTHER
NCT00000884,NIH,0,United States,1,NIH
NCT01033396,INDUSTRY,0,Canada,1,INDUSTRY
NCT00098579,NIH,0,United States,1,NIH
NCT00990158,OTHER,2,Canada,1,OTHER
NCT01543061,OTHER;INDUSTRY,1,United Kingdom,1,OTHER
NCT05283746,INDUSTRY,0,United States,1,INDUSTRY
NCT03806231,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02249325,OTHER,2,United States,1,OTHER
NCT02079909,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT04256980,INDUSTRY,0,China,1,INDUSTRY
NCT02587013,OTHER,0,Canada,1,OTHER
NCT04298957,OTHER,0,Denmark,1,OTHER
NCT02340091,INDUSTRY,0,,0,INDUSTRY
NCT04486560,OTHER,1,United States,1,OTHER
NCT00000475,NIH,0,,0,NIH
NCT01220973,OTHER;NIH,2,United States,1,OTHER
NCT01912066,INDUSTRY,0,South Korea,1,INDUSTRY
NCT00255476,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT00707993,INDUSTRY,0,United States;Hungary;India;Israel;Mexico;Peru;Poland;Romania;Russia;South Africa;Ukraine,11,INDUSTRY
NCT01588353,INDUSTRY,0,Japan,1,INDUSTRY
NCT00346840,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT01170494,OTHER,0,Saudi Arabia,1,OTHER
NCT02184156,INDUSTRY,0,United States,1,INDUSTRY
